Member1,Material1,Section1,Area1,Orientation1,Member2,Material2,Section2,Area2,Orientation2,Angle,Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Output
92.0,355.0,I,112.0,Z,166.0,235.0,I,46.0,X,90.0,-33.03,0.06,-0.06,0.0,0.15,0.04,-0.33,0.0,4.44,0.0,0.0,0.0,10.0
92.0,355.0,I,112.0,Z,200.0,235.0,S,27.0,XZ,124.99202019855868,-33.03,0.06,-0.06,0.0,0.15,0.04,1.0,1.0,1.0,1.0,1.0,1.0,9.0
93.0,355.0,I,112.0,Z,156.0,275.0,H,11.0,X,90.0,-32.8,0.0,-0.08,0.0,0.09,-0.03,-0.26,0.0,-0.22,0.0,0.0,0.0,10.0
93.0,355.0,I,112.0,Z,157.0,275.0,H,11.0,X,90.0,-32.8,0.0,-0.08,0.0,0.09,-0.03,-0.58,0.0,0.22,0.0,0.0,0.0,10.0
93.0,355.0,I,112.0,Z,218.0,235.0,S,27.0,XZ,124.99202019855868,-32.8,0.0,-0.08,0.0,0.09,-0.03,1.0,1.0,1.0,1.0,1.0,1.0,9.0
93.0,355.0,I,112.0,Z,221.0,235.0,S,27.0,XZ,124.99202019855868,-32.8,0.0,-0.08,0.0,0.09,-0.03,0.38,0.0,0.0,0.0,0.0,0.0,9.0
94.0,355.0,I,131.0,Z,158.0,275.0,H,11.0,X,90.0,-0.54,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,-0.22,0.0,0.0,0.0,1.0
94.0,355.0,I,131.0,Z,159.0,275.0,H,11.0,X,90.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.22,0.0,0.0,0.0,1.0
94.0,355.0,I,131.0,Z,214.0,235.0,S,15.0,XZ,124.99202019855868,-0.54,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,7.0
94.0,355.0,I,131.0,Z,217.0,235.0,S,15.0,XZ,124.99202019855868,-0.54,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,7.0
94.0,355.0,I,131.0,Z,508.0,235.0,S,27.0,YZ,129.6926731506688,-0.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
95.0,355.0,I,131.0,Z,160.0,275.0,H,11.0,X,90.0,-0.54,0.0,0.0,0.0,0.0,0.0,-0.29,0.0,-0.22,0.0,0.0,0.0,1.0
95.0,355.0,I,131.0,Z,161.0,275.0,H,11.0,X,90.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.22,0.0,0.0,0.0,1.0
95.0,355.0,I,131.0,Z,210.0,235.0,S,15.0,XZ,124.99202019855868,-0.54,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,7.0
95.0,355.0,I,131.0,Z,213.0,235.0,S,15.0,XZ,124.99202019855868,-0.54,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,7.0
96.0,355.0,I,131.0,Z,162.0,275.0,H,11.0,X,90.0,-0.54,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,-0.22,0.0,0.0,0.0,1.0
96.0,355.0,I,131.0,Z,163.0,275.0,H,11.0,X,90.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.22,0.0,0.0,0.0,1.0
96.0,355.0,I,131.0,Z,206.0,235.0,S,15.0,XZ,124.99202019855868,-0.54,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,7.0
96.0,355.0,I,131.0,Z,209.0,235.0,S,15.0,XZ,124.99202019855868,-0.54,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,7.0
96.0,355.0,I,131.0,Z,494.0,235.0,S,27.0,YZ,129.6926731506688,-0.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
97.0,355.0,I,131.0,Z,164.0,275.0,H,11.0,X,90.0,-0.54,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.22,0.0,0.0,0.0,1.0
97.0,355.0,I,131.0,Z,165.0,275.0,H,11.0,X,90.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.22,0.0,0.0,0.0,1.0
97.0,355.0,I,131.0,Z,202.0,235.0,S,15.0,XZ,124.99202019855868,-0.54,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,7.0
97.0,355.0,I,131.0,Z,205.0,235.0,S,15.0,XZ,124.99202019855868,-0.54,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,7.0
98.0,355.0,I,112.0,Z,132.0,235.0,I,46.0,X,90.0,-40.49,0.0,-0.02,0.0,0.09,0.03,-0.33,0.0,-4.44,0.0,0.0,0.0,10.0
98.0,355.0,I,112.0,Z,167.0,275.0,H,11.0,X,90.0,-40.49,0.0,-0.02,0.0,0.09,0.03,-0.62,0.0,0.22,0.0,0.0,0.0,10.0
98.0,355.0,I,112.0,Z,198.0,235.0,S,27.0,XZ,124.99202019855868,-40.49,0.0,-0.02,0.0,0.09,0.03,1.0,1.0,1.0,1.0,1.0,1.0,9.0
98.0,355.0,I,112.0,Z,201.0,235.0,S,27.0,XZ,124.99202019855868,-40.49,0.0,-0.02,0.0,0.09,0.03,1.0,1.0,1.0,1.0,1.0,1.0,9.0
114.0,355.0,I,112.0,Y,99.0,275.0,H,11.0,Z,90.0,-36.96,-0.05,-0.16,0.0,-0.04,0.14,-0.06,0.22,0.0,0.0,0.0,-0.09,1.0
115.0,355.0,I,112.0,Y,99.0,275.0,H,11.0,Z,90.0,-52.86,-0.01,-0.05,0.0,-0.01,0.15,-0.06,-0.22,0.0,0.0,0.0,-0.01,1.0
115.0,355.0,I,112.0,Y,100.0,275.0,H,11.0,Z,90.0,-52.86,-0.01,-0.05,0.0,-0.01,0.15,-0.02,0.22,0.0,0.0,0.0,-0.01,1.0
116.0,355.0,I,112.0,Y,100.0,275.0,H,11.0,Z,90.0,-52.7,0.0,-0.05,0.0,-0.01,0.15,-0.02,-0.22,0.0,0.0,0.0,0.0,1.0
116.0,355.0,I,112.0,Y,101.0,275.0,H,11.0,Z,90.0,-52.7,0.0,-0.05,0.0,-0.01,0.15,-0.01,0.22,0.0,0.0,0.0,0.0,1.0
117.0,355.0,I,112.0,Y,101.0,275.0,H,11.0,Z,90.0,-54.89,0.0,-0.1,0.0,-0.02,0.15,-0.01,-0.22,0.0,0.0,0.0,0.0,1.0
117.0,355.0,I,112.0,Y,102.0,275.0,H,11.0,Z,90.0,-54.89,0.0,-0.1,0.0,-0.02,0.15,-0.02,0.22,0.0,0.0,0.0,0.0,1.0
118.0,355.0,I,112.0,Y,102.0,275.0,H,11.0,Z,90.0,-47.17,0.0,-0.03,0.0,-0.01,0.15,-0.02,-0.22,0.0,0.0,0.0,0.01,1.0
118.0,355.0,I,112.0,Y,103.0,275.0,H,11.0,Z,90.0,-47.17,0.0,-0.03,0.0,-0.01,0.15,-0.06,0.22,0.0,0.0,0.0,0.01,1.0
119.0,355.0,I,112.0,Y,103.0,275.0,H,11.0,Z,90.0,-33.94,0.05,-0.16,0.0,-0.04,0.14,-0.06,-0.22,0.0,0.0,0.0,0.09,1.0
126.0,355.0,I,112.0,Y,104.0,275.0,H,11.0,Z,90.0,-35.42,-0.05,-0.14,0.0,-0.03,0.14,-0.06,0.22,0.0,0.0,0.0,-0.09,1.0
127.0,355.0,I,112.0,Y,104.0,275.0,H,11.0,Z,90.0,-52.18,0.0,-0.13,0.0,-0.04,0.15,-0.06,-0.22,0.0,0.0,0.0,-0.01,1.0
127.0,355.0,I,112.0,Y,105.0,275.0,H,11.0,Z,90.0,-52.18,0.0,-0.13,0.0,-0.04,0.14,-0.02,0.22,0.0,0.0,0.0,-0.01,1.0
128.0,355.0,I,112.0,Y,105.0,275.0,H,11.0,Z,90.0,-53.41,0.0,-0.12,0.0,-0.04,0.15,-0.02,-0.22,0.0,0.0,0.0,0.0,1.0
128.0,355.0,I,112.0,Y,106.0,275.0,H,11.0,Z,90.0,-53.41,0.0,-0.12,0.0,-0.04,0.15,-0.01,0.22,0.0,0.0,0.0,0.0,1.0
129.0,355.0,I,112.0,Y,106.0,275.0,H,11.0,Z,90.0,-50.54,0.0,-0.17,0.0,-0.05,0.15,-0.01,-0.22,0.0,0.0,0.0,0.0,1.0
129.0,355.0,I,112.0,Y,107.0,275.0,H,11.0,Z,90.0,-50.54,0.0,-0.17,0.0,-0.05,0.15,-0.02,0.22,0.0,0.0,0.0,0.0,1.0
130.0,355.0,I,112.0,Y,107.0,275.0,H,11.0,Z,90.0,-51.7,0.01,-0.1,0.0,-0.03,0.15,-0.02,-0.22,0.0,0.0,0.0,0.01,1.0
130.0,355.0,I,112.0,Y,108.0,275.0,H,11.0,Z,90.0,-51.7,0.01,-0.1,0.0,-0.03,0.15,-0.06,0.22,0.0,0.0,0.0,0.01,1.0
131.0,355.0,I,112.0,Y,108.0,275.0,H,11.0,Z,90.0,-53.81,0.05,-0.16,0.0,-0.04,0.14,-0.06,-0.22,0.0,0.0,0.0,0.09,1.0
120.0,355.0,I,112.0,Y,109.0,275.0,H,18.0,Z,90.0,-45.15,-0.07,-0.16,0.0,-0.04,0.22,-0.13,0.34,0.0,0.0,0.0,-0.13,1.0
121.0,355.0,I,131.0,Y,109.0,275.0,H,18.0,Z,90.0,-14.81,-0.01,-0.09,0.0,-0.03,0.24,-0.13,-0.35,0.0,0.0,0.0,-0.02,1.0
121.0,355.0,I,131.0,Y,110.0,275.0,H,18.0,Z,90.0,-14.81,-0.01,-0.09,0.0,-0.03,0.23,-0.05,0.35,0.0,0.0,0.0,-0.02,1.0
122.0,355.0,I,131.0,Y,110.0,275.0,H,18.0,Z,90.0,-16.77,0.0,-0.08,0.0,-0.02,0.23,-0.05,-0.35,0.0,0.0,0.0,0.0,1.0
122.0,355.0,I,131.0,Y,111.0,275.0,H,18.0,Z,90.0,-16.77,0.0,-0.08,0.0,-0.02,0.23,-0.04,0.35,0.0,0.0,0.0,0.0,1.0
123.0,355.0,I,131.0,Y,111.0,275.0,H,18.0,Z,90.0,-14.79,0.0,-0.13,0.0,-0.03,0.23,-0.04,-0.35,0.0,0.0,0.0,0.01,1.0
123.0,355.0,I,131.0,Y,112.0,275.0,H,18.0,Z,90.0,-14.79,0.0,-0.13,0.0,-0.03,0.23,-0.05,0.35,0.0,0.0,0.0,0.01,1.0
124.0,355.0,I,131.0,Y,112.0,275.0,H,18.0,Z,90.0,-14.08,0.01,-0.06,0.0,-0.02,0.23,-0.05,-0.35,0.0,0.0,0.0,0.02,1.0
124.0,355.0,I,131.0,Y,113.0,275.0,H,18.0,Z,90.0,-14.08,0.01,-0.06,0.0,-0.02,0.24,-0.13,0.35,0.0,0.0,0.0,0.02,1.0
125.0,355.0,I,112.0,Y,113.0,275.0,H,18.0,Z,90.0,-60.84,0.07,-0.16,0.0,-0.04,0.22,-0.13,-0.34,0.0,0.0,0.0,0.13,1.0
115.0,355.0,I,112.0,Z,144.0,235.0,S,27.0,YZ,50.47736872882888,-52.86,-0.01,-0.05,0.0,-0.01,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
116.0,355.0,I,112.0,Z,144.0,235.0,S,27.0,YZ,50.47736872882888,-46.73,0.0,-0.05,0.0,-0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
116.0,355.0,I,112.0,Z,155.0,235.0,S,27.0,YZ,129.6926731506688,-46.73,0.0,-0.05,0.0,-0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
116.0,355.0,I,112.0,Z,482.0,235.0,S,27.0,YZ,129.6926731506688,-46.73,0.0,-0.05,0.0,-0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
116.0,355.0,I,112.0,Z,483.0,235.0,S,27.0,YZ,50.47736872882888,-46.73,0.0,-0.05,0.0,-0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
117.0,355.0,I,112.0,Z,483.0,235.0,S,27.0,YZ,50.47736872882888,-54.89,0.0,-0.1,0.0,-0.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
121.0,355.0,I,131.0,Z,146.0,235.0,S,27.0,YZ,50.47736872882888,-14.81,-0.01,-0.09,0.0,-0.03,-0.02,1.0,1.0,1.0,1.0,1.0,1.0,7.0
122.0,355.0,I,131.0,Z,146.0,235.0,S,27.0,YZ,50.47736872882888,-12.62,0.0,-0.08,0.0,-0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
122.0,355.0,I,131.0,Z,494.0,235.0,S,27.0,YZ,129.6926731506688,-12.62,0.0,-0.08,0.0,-0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
122.0,355.0,I,131.0,Z,495.0,235.0,S,27.0,YZ,50.47736872882888,-12.62,0.0,-0.08,0.0,-0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
122.0,355.0,I,131.0,Z,508.0,235.0,S,27.0,YZ,129.6926731506688,-12.62,0.0,-0.08,0.0,-0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
123.0,355.0,I,131.0,Z,495.0,235.0,S,27.0,YZ,50.47736872882888,-14.79,0.0,-0.13,0.0,-0.03,0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
127.0,355.0,I,112.0,Z,148.0,235.0,S,27.0,YZ,50.47736872882888,-52.18,0.0,-0.13,0.0,-0.04,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
128.0,355.0,I,112.0,Z,148.0,235.0,S,27.0,YZ,50.47736872882888,-47.44,0.0,-0.12,0.0,-0.43,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
128.0,355.0,I,112.0,Z,151.0,235.0,S,27.0,YZ,129.6926731506688,-47.44,0.0,-0.12,0.0,-0.43,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
128.0,355.0,I,112.0,Z,488.0,235.0,S,27.0,YZ,129.6926731506688,-47.44,0.0,-0.12,0.0,-0.43,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
128.0,355.0,I,112.0,Z,489.0,235.0,S,27.0,YZ,50.47736872882888,-47.44,0.0,-0.12,0.0,-0.43,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
129.0,355.0,I,112.0,Z,489.0,235.0,S,27.0,YZ,50.47736872882888,-50.54,0.0,-0.17,0.0,-0.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
197.0,355.0,I,112.0,X,132.0,235.0,I,46.0,Z,90.0,-46.73,0.08,0.26,0.0,0.09,0.0,-0.33,0.0,-4.44,0.0,0.0,-0.15,10.0
523.0,235.0,I,46.0,X,132.0,235.0,I,46.0,Z,90.0,7.15,0.0,0.0,0.0,0.0,0.0,-0.34,0.0,-3.57,0.0,8.02,0.0,2.0
197.0,355.0,I,112.0,X,133.0,235.0,I,46.0,Z,90.00000000000006,-51.28,0.08,0.26,0.0,-0.65,0.0,0.44,0.0,-4.57,0.0,0.0,0.06,10.0
523.0,235.0,I,46.0,X,133.0,235.0,I,46.0,Z,89.99999999999994,4.79,0.0,0.0,0.0,0.0,0.0,0.43,0.0,-3.71,0.0,8.28,0.0,2.0
275.0,235.0,I,46.0,X,134.0,235.0,I,46.0,Z,90.00000000000006,-26.55,0.0,-0.1,0.0,0.11,0.0,-0.28,0.0,-5.29,0.0,0.0,0.0,10.0
524.0,235.0,I,46.0,X,134.0,235.0,I,46.0,Z,89.99999999999994,-8.85,-0.01,0.0,0.0,0.0,0.0,-0.29,0.0,-4.42,0.0,9.72,0.0,2.0
143.0,235.0,I,46.0,X,135.0,235.0,I,31.0,Z,90.0,6.49,0.01,0.0,0.0,0.0,0.0,-1.24,0.0,-2.1,0.0,4.82,0.0,1.0
331.0,235.0,I,46.0,X,135.0,235.0,I,31.0,Z,90.0,-6.32,0.0,0.04,0.0,0.0,0.0,-1.24,0.0,-2.71,0.0,0.0,0.0,1.0
135.0,235.0,I,31.0,X,502.0,235.0,S,6.0,XZ,39.136972854116586,-1.24,0.0,-2.71,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,1.0
140.0,235.0,I,46.0,X,136.0,235.0,I,31.0,Z,90.0,-6.13,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.3,0.0,0.0,0.03,2.0
248.0,235.0,I,46.0,X,136.0,235.0,I,31.0,Z,90.0,-23.58,0.0,0.09,0.0,-0.14,0.0,0.01,0.0,-0.3,0.0,0.0,0.0,2.0
275.0,235.0,I,46.0,X,136.0,235.0,I,31.0,Z,90.0,-24.1,0.0,-0.1,0.0,-0.14,0.0,0.01,0.0,-0.3,0.0,0.0,0.0,2.0
524.0,235.0,I,46.0,X,136.0,235.0,I,31.0,Z,90.0,-6.73,-0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.3,0.0,0.0,0.03,2.0
142.0,235.0,I,46.0,X,137.0,275.0,H,11.0,Z,90.0,3.67,-0.02,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.05,2.0
143.0,235.0,I,46.0,X,137.0,275.0,H,11.0,Z,90.0,3.89,0.01,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.05,2.0
331.0,235.0,I,46.0,X,137.0,275.0,H,11.0,Z,90.0,-9.52,0.0,0.04,0.0,-0.14,0.0,0.17,0.0,0.0,0.0,0.0,-0.01,2.0
386.0,235.0,I,46.0,X,137.0,275.0,H,11.0,Z,90.0,-10.14,0.0,-0.13,0.0,-0.14,0.0,0.17,0.0,0.0,0.0,0.0,-0.01,2.0
140.0,235.0,I,46.0,X,138.0,235.0,I,54.0,Z,90.0,-3.74,0.01,0.0,0.0,0.0,0.0,-0.76,0.0,-6.18,0.0,13.68,0.0,2.0
142.0,235.0,I,46.0,X,138.0,235.0,I,54.0,Z,90.0,2.06,-0.02,0.0,0.0,0.0,0.0,-0.76,0.0,-6.18,0.0,13.68,0.0,2.0
140.0,235.0,I,46.0,Z,382.0,235.0,I,54.0,X,90.0,-3.74,0.01,0.0,0.0,0.0,0.0,-0.79,0.0,6.33,0.0,13.68,0.0,2.0
140.0,235.0,I,46.0,Z,525.0,235.0,I,31.0,X,90.0,-6.13,0.01,0.0,0.0,0.0,0.03,0.03,0.0,-0.3,0.0,0.0,0.0,2.0
142.0,235.0,I,46.0,Z,319.0,275.0,H,11.0,X,90.0,3.67,-0.02,0.0,0.0,0.0,0.05,0.21,0.0,0.0,0.0,0.0,0.0,2.0
142.0,235.0,I,46.0,Z,382.0,235.0,I,54.0,X,90.0,2.06,-0.02,0.0,0.0,0.0,0.0,-0.79,0.0,6.33,0.0,13.68,0.0,2.0
143.0,235.0,I,46.0,Z,319.0,275.0,H,11.0,X,90.0,3.89,0.01,0.0,0.0,0.0,0.05,0.21,0.0,0.0,0.0,0.0,0.0,2.0
143.0,235.0,I,46.0,Z,347.0,235.0,I,31.0,X,90.0,6.49,0.01,0.0,0.0,0.0,0.0,-1.25,0.0,4.39,0.0,4.82,0.0,1.0
146.0,235.0,S,27.0,YZ,508.0,235.0,S,27.0,YZ,79.21530442183995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
187.0,355.0,I,112.0,YZ,151.0,235.0,S,27.0,Z,50.30732684933118,-40.28,0.0,0.23,0.0,0.13,1.0,1.0,1.0,1.0,1.0,1.0,0.02,8.0
181.0,355.0,I,112.0,YZ,155.0,235.0,S,27.0,Z,50.30732684933118,-40.36,0.0,0.23,0.0,0.44,1.0,1.0,1.0,1.0,1.0,1.0,0.01,8.0
186.0,355.0,I,112.0,X,156.0,275.0,H,11.0,Z,90.0,-23.78,-0.05,0.24,0.0,0.11,0.0,-0.26,0.0,0.22,0.0,0.0,0.09,10.0
192.0,355.0,I,112.0,X,156.0,275.0,H,11.0,Z,90.0,-34.84,-0.08,0.26,0.0,0.09,0.0,-0.26,0.0,-0.22,0.0,0.0,0.16,10.0
180.0,355.0,I,112.0,X,157.0,275.0,H,11.0,Z,90.0,-25.31,-0.05,0.35,0.0,0.33,0.0,-0.58,0.0,-0.22,0.0,0.0,0.11,10.0
192.0,355.0,I,112.0,X,157.0,275.0,H,11.0,Z,90.0,-34.84,-0.08,0.26,0.0,0.09,0.0,-0.58,0.0,0.22,0.0,0.0,0.16,10.0
187.0,355.0,I,112.0,X,158.0,275.0,H,11.0,Z,90.0,-40.28,0.0,0.23,0.0,0.13,0.0,-0.24,0.0,0.22,0.0,0.0,0.02,2.0
193.0,355.0,I,131.0,X,158.0,275.0,H,11.0,Z,90.0,-4.64,0.02,0.13,0.0,0.0,0.0,-0.24,0.0,-0.22,0.0,0.0,-0.03,2.0
158.0,275.0,H,11.0,X,216.0,235.0,S,15.0,XZ,34.992020198558656,-0.24,0.0,0.22,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
158.0,275.0,H,11.0,X,217.0,235.0,S,15.0,XZ,34.992020198558656,-0.24,0.0,-0.22,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,7.0
181.0,355.0,I,112.0,X,159.0,275.0,H,11.0,Z,90.0,-40.36,0.0,0.23,0.0,0.44,0.0,0.49,0.0,-0.22,0.0,0.0,0.01,2.0
193.0,355.0,I,131.0,X,159.0,275.0,H,11.0,Z,90.0,-4.64,0.02,0.13,0.0,0.0,0.0,0.49,0.0,0.22,0.0,0.0,-0.03,1.0
159.0,275.0,H,11.0,X,214.0,235.0,S,15.0,XZ,34.992020198558656,0.49,0.0,0.22,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,7.0
188.0,355.0,I,112.0,X,160.0,275.0,H,11.0,Z,90.0,-38.8,0.0,0.25,0.0,0.21,0.0,-0.29,0.0,0.22,0.0,0.0,0.0,2.0
194.0,355.0,I,131.0,X,160.0,275.0,H,11.0,Z,90.0,-3.93,0.0,0.12,0.0,0.0,0.0,-0.29,0.0,-0.22,0.0,0.0,0.0,1.0
160.0,275.0,H,11.0,X,212.0,235.0,S,15.0,XZ,34.992020198558656,-0.29,0.0,0.22,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
160.0,275.0,H,11.0,X,213.0,235.0,S,15.0,XZ,34.992020198558656,-0.29,0.0,-0.22,0.0,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,7.0
